standort_id,patch_idx,patch_row,patch_col,patch_x_mm,patch_y_mm,patch_size_px,valid_ratio,roughness_index,var_Nz,surface_entropy_Nz,albedo_variance,skewness_Nz,kurtosis_Nz,edge_mean,edge_std,edge_p95,edge_density_global,std_Nx,std_Ny,albedo_mean,mean_deviation_deg
S001,32,4,4,200,200,193,0.9923756342452147,0.389681169369234,0.005694422405213118,2.609093557585294,0.11285469681024551,-1.4889264106750488,2.649972438812256,0.30529841780662537,0.23142850399017334,0.7654223442077637,0.10799404842418504,0.28095993399620056,0.2700239419937134,0.9815971255302429,21.279945373535156
S001,33,4,5,250,200,193,0.9766436682863969,0.39024827196968964,0.006181975360959768,2.6251124271814383,0.08136408776044846,-1.6054046154022217,3.4421157836914062,0.31284913420677185,0.236948624253273,0.774103045463562,0.11556117540339207,0.2733141779899597,0.27855533361434937,0.9109812378883362,21.38603401184082
S001,34,4,6,300,200,193,0.9113264785631829,0.38083593609877886,0.006945868954062462,2.6437231759692987,0.06347154080867767,-1.724664568901062,3.878248691558838,0.31817975640296936,0.2534743845462799,0.8192262053489685,0.12469804984386967,0.25840285420417786,0.27975699305534363,0.8676133155822754,21.548166275024414
S001,35,5,0,0,250,193,0.5877204757174689,,,,,,,,,,,,,,
S001,36,5,1,50,250,193,0.8864667507852559,0.35095903559394104,0.005759633146226406,2.40899541906389,0.0713663101196289,-2.3807623386383057,7.5532684326171875,0.26365187764167786,0.2361496090888977,0.7336077094078064,0.08307086614173229,0.24795080721378326,0.24838003516197205,0.8856801986694336,18.83727264404297
S001,37,5,2,100,250,193,0.9471126741657494,0.35776237316599385,0.005330713000148535,2.4324173106003304,0.10537488013505936,-2.175413131713867,6.709600448608398,0.2736418545246124,0.2286301702260971,0.7213845252990723,0.08801269877264095,0.25580886006355286,0.25011146068573,0.9051051735877991,19.144962310791016
S001,38,5,3,150,250,193,0.9672474428843727,0.390814101969633,0.006194108631461859,2.614453703657529,0.10886552184820175,-1.728011131286621,4.016176223754883,0.30090540647506714,0.23236531019210815,0.7561375498771667,0.10125176940797691,0.2795097529888153,0.27314823865890503,0.9367805123329163,21.32352066040039
S001,39,5,4,200,250,193,0.9836774141587694,0.3761665367279349,0.005403205286711454,2.5362555848902075,0.09706664830446243,-1.648665189743042,3.5329203605651855,0.2931790351867676,0.22704409062862396,0.7401692867279053,0.10089790125815344,0.2728230953216553,0.2589764893054962,0.9583234786987305,20.32489585876465
S001,40,5,5,250,250,193,0.9554887379526967,0.3742151229260252,0.006467394530773163,2.573377984641671,0.0915350690484047,-1.860098958015442,4.53993034362793,0.3139055371284485,0.25666260719299316,0.819244384765625,0.11921553201652103,0.26526138186454773,0.26395711302757263,0.9064189195632935,20.626432418823242
S001,41,5,6,300,250,193,0.8462777524228838,0.36600008474814705,0.006934803444892168,2.555862021065228,0.07369951903820038,-2.2061767578125,6.518272399902344,0.3012951612472534,0.2640696167945862,0.8429029583930969,0.11325064238809758,0.2521928548812866,0.26524484157562256,0.8671222925186157,20.589094161987305
S001,42,6,0,0,300,193,0.45695186447958336,,,,,,,,,,,,,,
